Internal ID,Product Name,Category,Retail Price USD,Compare At Price USD,Supplier Cost USD,Gross Margin %,SKU,Whop Product ID,Whop Checkout URL,Image URL,Stock
prod_cj_0138,3-in-1 Dense Wax Heater,"Home, Wellness & Lifestyle",36.96,49.90,11.55,68.8%,CJ-188774641501,prod_plRflhqcEF84f,https://whop.com/checkout/plan_RMr8eAzBy01FO,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,85
prod_cj_0140,"969 Piece Men's Home Repair Tool Set, Tool Box Organizer With 4",Precision Tools & EDC,361.91,488.58,126.67,65.0%,CJ-189239075225,prod_H9srihsiQ4RQh,https://whop.com/checkout/plan_Hoduy6BAe3Lkq,"https://cc-west-usa.oss-us-west-1.aliyuncs.com/42d953d9-788b-4b8d-844f-c9e1cfd560a9.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0141,899 Piece Men's Home Repair Tool Set With 4 Drawers Tool Box,Precision Tools & EDC,356.69,481.53,124.84,65.0%,CJ-189238939189,prod_vLESfVPVmNYLL,https://whop.com/checkout/plan_iDl9WJdq6SZZm,"https://cc-west-usa.oss-us-west-1.aliyuncs.com/a7126c0c-8347-4087-a732-a8adef32d900.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0142,198pc Tool Set Black & Red,Precision Tools & EDC,99.60,134.46,34.86,65.0%,CJ-186919580267,prod_cNuQS1SAiK2jH,https://whop.com/checkout/plan_T5QtniGhqvFnS,"https://cc-west-usa.oss-us-west-1.aliyuncs.com/5d2a2167-0209-4381-8a18-f43b234c517c.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0143,General Fuel Timing Installation Tool Set,Precision Tools & EDC,59.23,79.96,20.73,65.0%,CJ-250520022344,prod_RHRnLhXD770qx,https://whop.com/checkout/plan_d6bwVWAtf9ecp,"https://oss-cf.cjdropshipping.com/product/2025/05/20/02/ce921134-1f09-4857-8613-b4f9f2dd82ce.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0144,"Door Lock, Press And Unlock Tool","Home, Wellness & Lifestyle",81.26,109.70,28.44,65.0%,CJ-139634791683,prod_b0QvLGZ4J3dJp,https://whop.com/checkout/plan_wTS9d2gGHKvJO,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1621750070952.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0145,Titanium Alloy Knife Holder Pocket Holder,Precision Tools & EDC,9.92,13.39,2.48,75.0%,CJ-138007673945,prod_ejCtAP4T592ZG,https://whop.com/checkout/plan_Ivbd8X3nmTH0d,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1617870795798.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0146,Multi-pocket Pants Loose Casual,Apparel & Outerwear,23.87,32.22,7.46,68.7%,CJ-250108062746,prod_bZqnbHrdlExrW,https://whop.com/checkout/plan_uISQK68kSDfzD,"https://cf.cjdropshipping.com/quick/product/1f1db296-41c6-4824-8a14-d04599f655a4.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0147,Sports Multi-pocket Sweater Jacket,Apparel & Outerwear,26.53,35.82,8.29,68.8%,CJ-171744051393,prod_sUKiVwR9u2mkJ,https://whop.com/checkout/plan_M8Y6GrTxW7z8r,"https://cc-west-usa.cjdropshipping.com/quick/product/abc6917f-e05a-4263-860d-21731656219e.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0148,Woodworking Planer Curved Sole Metal Thumb Planer Luthier Tool,Precision Tools & EDC,35.55,47.99,11.11,68.7%,CJ-151413722935,prod_PIjVDn635tTYn,https://whop.com/checkout/plan_dwW1c7Ufpn0mH,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1c744d61-2186-4df3-843d-49cd54a558ee.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0149,Straight Shank Twist Drill Bit Titanium Plated Hole Twist Drill Bit,Precision Tools & EDC,4.84,6.53,1.21,75.0%,CJ-136586456680,prod_zoP4xX5j40fNL,https://whop.com/checkout/plan_YedzO3ZQMOVr8,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1614482280620.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0150,Multi-Color Casual Working Pants Multi-pocket Skinny Pants,Apparel & Outerwear,13.40,18.09,3.35,75.0%,CJ-250902142240,prod_2MXWlb5V2tnL6,https://whop.com/checkout/plan_OSupT6BJSSbo8,"https://cf.cjdropshipping.com/quick/product/98faca92-d211-43a7-9e32-3dd48ed04d7f.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0151,Heavy Industry Multi-pocket Denim Overalls,Apparel & Outerwear,28.67,38.70,8.96,68.7%,CJ-241223030256,prod_MC0gjSzttDZzA,https://whop.com/checkout/plan_ckR4PZMCTQ6A9,"https://cf.cjdropshipping.com/quick/product/ffbc40e5-d379-4167-9257-5a2a15ab18a0.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0152,Women's Overalls Multi-pocket Design Elastic,Apparel & Outerwear,29.18,39.39,9.12,68.7%,CJ-250310011833,prod_OGLwZjCPMPKe6,https://whop.com/checkout/plan_VXLt16Qv0SwTG,"https://cf.cjdropshipping.com/quick/product/c2e91da3-3f3a-4888-b56e-29dfec27d2c0.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0153,American-style Multi-pocket Shorts Breathable,Apparel & Outerwear,45.41,61.30,14.19,68.8%,CJ-240616033614,prod_zSR9HRg2jxCFX,https://whop.com/checkout/plan_EI95mf1Al3NNL,"https://oss-cf.cjdropshipping.com/product/2024/06/16/03/91435c8c-8da0-47e6-b5d5-3412e8f9c0ba_fine.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0154,Repair Watch Replaceable Plug Watchband Replacement And Disassembly Watchband Tool,Precision Tools & EDC,31.97,43.16,9.99,68.8%,CJ-250407052429,prod_QRawnmIvrSDIG,https://whop.com/checkout/plan_QHkTHBiKSd0EB,"https://oss-cf.cjdropshipping.com/product/2025/04/07/08/ecebfe5d-1737-4b52-a5df-5bfc4f39ca51_fine.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0155,Men's Multi-Pocket Casual Drawstring Overalls,Apparel & Outerwear,49.26,66.50,17.24,65.0%,CJ-26F29D9A-75F,prod_36yDBpcw5I2g9,https://whop.com/checkout/plan_whaOYdxPZWX8D,https://frontend-cf.cjdropshipping.com/config-resource/cj/img_default.jpeg,85
prod_cj_0156,Multi-pocket Denim Ripped Leisure Shorts,Apparel & Outerwear,44.54,60.13,15.59,65.0%,CJ-250308014333,prod_5xaJ5utqkVyvb,https://whop.com/checkout/plan_SLMI5HrrJkC7e,"https://cf.cjdropshipping.com/quick/product/8fb6e13c-35ce-4ba8-b100-3ae85f7582c9.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0157,Utility Knife Blade For Art Students,Precision Tools & EDC,5.20,7.02,1.30,75.0%,CJ-138037277439,prod_2qqskZXITvSmp,https://whop.com/checkout/plan_38pO7dSGC9arP,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1617938466717.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0158,Cleaning Knife Planing Tool,Precision Tools & EDC,7.36,9.94,1.84,75.0%,CJ-25875DB8-F2A,prod_3IXWCY8bAOuIt,https://whop.com/checkout/plan_2v40JYL1kEuTW,"https://cc-west-usa.oss-accelerate.aliyuncs.com/20200714/2857653999459.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0159,Folding Knife Outdoor Camping Mini Portable Knife,Precision Tools & EDC,16.13,21.78,5.04,68.8%,CJ-250701082211,prod_NTTEWshWMEFdG,https://whop.com/checkout/plan_JsiXls3oFU3IS,"https://cf.cjdropshipping.com/quick/product/5a856429-0ae6-42d7-baf2-bcbace1e37b9.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0160,Professional class woodworking trimming knife,Precision Tools & EDC,5.20,7.02,1.30,75.0%,CJ-0F7A385D-F91,prod_LITBwYtIJFwdm,https://whop.com/checkout/plan_ilo5wTwXmZkWN,"https://cc-west-usa.oss-accelerate.aliyuncs.com/2042/1366542372963.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0161,LED Pool Light 18W RGB,Lighting & Ambience,45.00,60.75,15.75,65.0%,CJ-241217083954,prod_iKy2V0WFmXQdZ,https://whop.com/checkout/plan_a9LeC3AG16i8w,"https://cf.cjdropshipping.com/quick/product/966bff4b-4fc7-4932-9f8b-e2976ac6021b.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0162,Waterproof New RGB LED Solar Light Step Fence Light,Lighting & Ambience,11.08,14.96,2.77,75.0%,CJ-136304579460,prod_JGMrpKAi5nbBn,https://whop.com/checkout/plan_DRIEWzaheqynw,"https://cf.cjdropshipping.com/1614679282500.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0163,RGB Full Color Pocket LED Photography Portable Mini Light Effect Light Painting,Lighting & Ambience,137.40,185.49,48.09,65.0%,CJ-250224051928,prod_4Bj305I9AWFVQ,https://whop.com/checkout/plan_5zKtTQ8C8pcSZ,"https://oss-cf.cjdropshipping.com/product/2025/02/24/05/30c5f243-5192-419c-aee7-d26913c8c71a_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0164,LED Light Supplementary Aluminum Floor Lamp Study Decorative Lamp,Lighting & Ambience,75.43,101.83,26.40,65.0%,CJ-141521069410,prod_ZbyTgDuxDvwf9,https://whop.com/checkout/plan_cl0sfGQ6Mjeyh,"https://cc-west-usa.oss-accelerate.aliyuncs.com/b17cdf2d-cdf3-49bc-baa5-43fdec110288.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0165,Self-timer Lamp LED Rechargeable Light For Mobile,Lighting & Ambience,23.87,32.22,7.46,68.7%,CJ-250107030812,prod_tcsdkbexbbgGh,https://whop.com/checkout/plan_SWeMsNsN8ZWtG,"https://cf.cjdropshipping.com/quick/product/8ea18a64-06e8-4f0c-92f1-678992c5aeee.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0166,LED Night Light Mushroom Wall Socket Lamp EU US Plug Warm White,Lighting & Ambience,2.56,3.46,0.64,75.0%,CJ-138259299123,prod_rXDTiZrnFdhrO,https://whop.com/checkout/plan_ZLtBch5JUtlV7,"https://cf.cjdropshipping.com/9fa9018f-841d-41bb-b592-0035d27f2add.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0167,Factory Direct 10W RGB Bottom Lamp Seven Color Remote Control 10W RGB,Lighting & Ambience,13.12,17.71,3.28,75.0%,CJ-C08540C2-377,prod_b2rU58m1bH5Wy,https://whop.com/checkout/plan_NESupNlP06nkb,"https://cc-west-usa.oss-accelerate.aliyuncs.com/15133536/3397025003_1776819744.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0168,LED Light For Camping Type-c Charging Portable RGB Small Night Lamp,Smart Gear & Power,14.08,19.01,3.52,75.0%,CJ-240621095350,prod_Z0El82FFlBATX,https://whop.com/checkout/plan_5unuQlE0fkhhC,"https://oss-cf.cjdropshipping.com/product/2024/06/21/09/8478d9d7-5a77-40a4-b699-038f5ddbdd87_trans.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0169,Ambience Light Restaurant Bar LED Charging Touch Small Night Lamp,Smart Gear & Power,21.95,29.63,6.86,68.7%,CJ-240802073243,prod_ZxLDJgwBrbBAb,https://whop.com/checkout/plan_dngwnZyfNZt5l,"https://cf.cjdropshipping.com/quick/product/fc1f1771-9984-46dd-aa6c-5c18fb04f855.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0170,Outdoor Solar Stair Light Waterproof LED,Lighting & Ambience,12.08,16.31,3.02,75.0%,CJ-141627099018,prod_Wn3RihDA8Q0uD,https://whop.com/checkout/plan_woyUo9H6U81h6,"https://cc-west-usa.oss-accelerate.aliyuncs.com/bd6df022-ca6c-4829-8734-a8d3c781db78.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0171,Magnetic Levitation Table Lamp Moon Light 3D Printing Planet Night Light,Lighting & Ambience,94.71,127.86,33.15,65.0%,CJ-138511645072,prod_eu1PZOitvrehG,https://whop.com/checkout/plan_PMYMnir4zIKmi,"https://cf.cjdropshipping.com/1619072214470.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0172,Portable Household 25 Inch LED Dual Light Lens,Lighting & Ambience,37.15,50.15,11.61,68.7%,CJ-250311053305,prod_eMO4ULkqbiLfD,https://whop.com/checkout/plan_ebotP20fooyrX,"https://cf.cjdropshipping.com/quick/product/c7bd2449-d8ab-4f2e-a80a-daff943937ff.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0173,New LED Body Induction Small Night Light USB Charging,Smart Gear & Power,5.08,6.86,1.27,75.0%,CJ-135898278750,prod_m1sKRuvALgG2o,https://whop.com/checkout/plan_QTVqO7JU1ozgJ,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1612841535694.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0174,Induction Folding Desktop Phone Stand Multifunctional Wireless Speaker Ambient Light,Lighting & Ambience,16.84,22.73,4.21,75.0%,CJ-251116055350,prod_6LXbBr3niFrHx,https://whop.com/checkout/plan_UxNPbduurL6yz,"https://oss-cf.cjdropshipping.com/product/2026/05/20/06/f351e8d6-11f3-4ca1-beb2-8f4a8b1f3d0a.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0175,Dual Remote 24 Button Ambient Light,Lighting & Ambience,81.77,110.39,28.62,65.0%,CJ-139165309980,prod_whUjrIY1Y7xcb,https://whop.com/checkout/plan_jz734nuOblZqb,"https://cc-west-usa.oss-accelerate.aliyuncs.com/1620630875996.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0176,Outdoor USB Handheld Multifunctional Charging Ambient Light,Smart Gear & Power,46.37,62.60,14.49,68.8%,CJ-179672693200,prod_ywEtrLV6RvWHN,https://whop.com/checkout/plan_SSm4DwJhllojS,"https://cf.cjdropshipping.com/quick/product/3721613a-ba09-49ad-9073-94de9ab9d854.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0177,Abstract Entryway Decorative Painting Led Ambient Sense Light,Lighting & Ambience,100.91,136.23,35.32,65.0%,CJ-158373149800,prod_tzq71RtsZVCr3,https://whop.com/checkout/plan_zTbcFqqBe8ktM,"https://cc-west-usa.oss-accelerate.aliyuncs.com/45049566-7a3f-442a-8e9f-6d1f44f4b584.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0178,LED Night Light Flower Crystal Ball Children Night Lamp With Woodern Base,Lighting & Ambience,24.19,32.66,7.56,68.7%,CJ-175980038897,prod_yIuQo9XuOE42X,https://whop.com/checkout/plan_nImufe2ykTl81,"https://oss-cf.cjdropshipping.com/product/2024/03/01/08/faef2db3-89e6-4857-8725-b0f17612e340.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0179,Resin Night Light Jesus Desktop Decoration Crafts,Lighting & Ambience,71.09,95.97,24.88,65.0%,CJ-250115015957,prod_OciSHhU7VBjQa,https://whop.com/checkout/plan_JwkluoHUaCx3D,"https://oss-cf.cjdropshipping.com/product/2025/01/15/01/45e25da0-21cf-4952-827e-5b648a9014c0_fine.jpeg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0180,Colorful Cup Holder LED Light-up Coaster Solar & USB Charging Non-slip Coaster,Automotive & Travel,6.44,8.69,1.61,75.0%,CJ-143398571041,prod_jTYQyHjpttnCA,https://whop.com/checkout/plan_1SyONrgDj5cC5,"https://cf.cjdropshipping.com/f0bbebdc-a065-46fe-b5c4-0043bbe499b0.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0181,New Air Humidifier Desktop Creative Led Light Charging,"Home, Wellness & Lifestyle",16.42,22.17,5.13,68.8%,CJ-153880052238,prod_ZoWIFUCbnOYCQ,https://whop.com/checkout/plan_leObgyEBfJ99U,"https://cc-west-usa.oss-accelerate.aliyuncs.com/cd12b004-a33f-4329-bfe6-9dade06373f4.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0182,Tube Top Light Wedding Dress Bride Simple Long,Apparel & Outerwear,47.60,64.26,16.66,65.0%,CJ-240630150039,prod_0pJSPvRwrKuSW,https://whop.com/checkout/plan_fRJCmDvsFTNJG,"https://cf.cjdropshipping.com/quick/product/8e4cbbaf-3769-4218-b5a8-b913a63edd7d.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0183,Simulation Flame Aromatherapy Humidifier 200ml Large Fog Volume Remote Control Ambient Light,"Home, Wellness & Lifestyle",35.55,47.99,11.11,68.7%,CJ-179103785672,prod_Mo7EUaLHiropR,https://whop.com/checkout/plan_56vHvexzvfeO5,"https://cc-west-usa.oss-us-west-1.aliyuncs.com/5799098b-9cbc-4435-8be5-423034136d47.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0184,3 In 1 Anti-Gravity Humidifier Multifunctional Aromatherapy Machine Bluetooth-compatible Speaker Fish Tank,"Home, Wellness & Lifestyle",47.23,63.76,14.76,68.7%,CJ-176747365574,prod_PjpNOaxfKRtt3,https://whop.com/checkout/plan_3RIS6W31nmfS6,"https://oss-cf.cjdropshipping.com/product/2024/04/07/07/4bbd5dea-4048-4cac-8763-cd0727a15610.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0185,Water level sensor,Automotive & Travel,17.95,24.23,5.61,68.7%,CJ-A81FD447-164,prod_e5R0xCklg9YFs,https://whop.com/checkout/plan_4QERnMAG2TTxw,"https://cf.cjdropshipping.com/15155136/5402636246_1156516420.400x400.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0186,Table lamp USB LED reading book light touch sensor,Smart Gear & Power,20.74,28.00,6.48,68.8%,CJ-7340352E-91A,prod_VzTv8QJe5AmYh,https://whop.com/checkout/plan_eRu7HPzbmEplj,"https://cf.cjdropshipping.com/20190831/961020469983.png?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0187,Knock sensor,Automotive & Travel,31.97,43.16,9.99,68.8%,CJ-BA960A78-B56,prod_DKyF1oZy0sURt,https://whop.com/checkout/plan_QmN4TBmdoQHtu,"https://cc-west-usa.oss-accelerate.aliyuncs.com/20200715/2850100698534.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0188,Touch Screen LCD Screen R11ST Internal And External Integrated Display,Workspace & Desk Accessories,43.17,58.28,13.49,68.8%,CJ-155985418282,prod_gWTP1xC4S0NWs,https://whop.com/checkout/plan_kG7lu6Y7MuSOI,"https://cf.cjdropshipping.com/2751e9a7-7c4e-44fe-96ee-8161778723d5.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0189,Cute Duck LED Night Lamp Cartoon Silicone USB Rechargeable Sleeping Light Touch,Lighting & Ambience,19.10,25.79,5.97,68.7%,CJ-176666354758,prod_coVJT21HJQyAd,https://whop.com/checkout/plan_wnbAIh59pj7Pq,"https://oss-cf.cjdropshipping.com/product/2024/04/15/09/b7706a9e-e893-432c-a7cc-87f24bc3b9d3.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0190,Home Decor Silicone Night Light Bedside Table Lamp LED Touch Sensor Lamp,Lighting & Ambience,17.50,23.62,5.47,68.7%,CJ-169454138920,prod_LLOk7uaOHYLqO,https://whop.com/checkout/plan_QfLDmHruJwT7R,"https://oss.cjdropshipping.com/product/2023/10/23/06/28de2f31-58a6-4977-a7aa-0e0bd0f53a02.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0191,"Bedside Lamp Touch Table Lamp With Natural Sounds, Desk Lamp With Alarm",Lighting & Ambience,71.09,95.97,24.88,65.0%,CJ-175332640158,prod_Hjo2T5zw4cLhw,https://whop.com/checkout/plan_jJ1PYITJStuei,"https://oss-cf.cjdropshipping.com/product/2024/03/25/05/e644ff3e-8cc3-4d3c-955a-bd120317e970.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0192,Automotive water temperature sensor,Automotive & Travel,31.97,43.16,9.99,68.8%,CJ-942C27DE-93D,prod_mBe2OKkokP31g,https://whop.com/checkout/plan_monWwvS6zN8Fu,"https://cf.cjdropshipping.com/2052/102865616082.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0193,Double-sided Luminous USB Rechargeable Touch Adjustable Light Bedside Lamp,Smart Gear & Power,22.46,30.32,7.02,68.7%,CJ-178957412980,prod_B9a73xSDvXpLK,https://whop.com/checkout/plan_ICnO23q85oywI,"https://cf.cjdropshipping.com/quick/product/cf8dafea-b142-4996-a611-14b799ca30d7.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0194,Pencil 1nd Gen Storage Box Touch Tablet Pen Accessories Portable Hard Cover,Workspace & Desk Accessories,5.72,7.72,1.43,75.0%,CJ-139818568747,prod_eRGCvfcYAnnRL,https://whop.com/checkout/plan_X5lMIIzJWIYII,"https://cf.cjdropshipping.com/1622187588002.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0195,Cute LED Night Light Touch Sensor Cartoon Kid's Nightlights Big Face Rabbit,Lighting & Ambience,16.99,22.94,5.31,68.7%,CJ-177003534126,prod_Dif8QaDFCMixB,https://whop.com/checkout/plan_YKO8pfkXq8vrN,"https://oss-cf.cjdropshipping.com/product/2024/04/29/03/1b0f237d-a557-4ea2-b497-5fc2445be890.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0196,Wired Pir Motion Sensor Passive Infrared Detector Wall Mounted Warning Alarm Relay,"Home, Wellness & Lifestyle",11.72,15.82,2.93,75.0%,CJ-162061057345,prod_H2czo2KEoWGHo,https://whop.com/checkout/plan_3PuFZyY69F4Rv,"https://cf.cjdropshipping.com/807bf2fd-0011-4bb4-8dce-999cfab55e59.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0197,LED Rooster Night Light Touch With Sound Rechargeable Bedroom Bedside Lamp Dimmable,Lighting & Ambience,25.89,34.95,8.09,68.8%,CJ-241114034058,prod_Gdt2yz7pdzIol,https://whop.com/checkout/plan_4UFMMX7nLXJ1V,"https://oss-cf.cjdropshipping.com/product/2024/12/02/08/93b6afb1-ea1d-4240-ab41-269bc0e4d57a.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0198,Halloween Silicone Ghost Shaped Bedside Lamp With Touch Control Soft Glow For,Lighting & Ambience,17.84,24.08,4.46,75.0%,CJ-240815032654,prod_4kKHkrbAEoDvn,https://whop.com/checkout/plan_kGSfr9utKTKIa,"https://oss-cf.cjdropshipping.com/product/2024/09/09/08/4934d1b2-5550-47aa-8ba8-4229de7188b2.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0199,Simple Bedside Lamp Round Aisle Wall Lamp,Lighting & Ambience,19.68,26.57,6.15,68.8%,CJ-241124031021,prod_GnQpl4Z9zcP7L,https://whop.com/checkout/plan_znkwD3quvKMab,"https://cf.cjdropshipping.com/quick/product/d544c414-9753-4e52-890c-f2035f164503.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_cj_0200,Bedroom Bedside Vertical Table Lamp Floor Lamp,Lighting & Ambience,45.63,61.60,14.26,68.7%,CJ-250724023236,prod_TTnD2d2731Rat,https://whop.com/checkout/plan_5DN10j7tQMrWU,"https://cf.cjdropshipping.com/quick/product/edfd85a3-9225-4063-aaa2-d6ace0ad213e.jpg?x-oss-process=image/format,webp,image/resize,m_fill,m_pad,w_250,h_250",85
prod_edc_tool,Vektor Grade-5 Titanium Precision Pocket Multi-Tool,Precision Tools & EDC,55.00,74.25,16.00,70.9%,NYX-EDC-VEK01,prod_FpmAeZcilPqwO,https://whop.com/checkout/plan_YLooOkqmJC5cY,/static/images/products/nyxeris-vektor-titanium-tool.jpg,77
prod_horizon_light,Horizon Pro Screen Ambient Asymmetric Light Bar,Lighting & Ambience,89.00,120.15,26.00,70.8%,NYX-LGT-HRZ01,prod_pMl3T9SpIhatD,https://whop.com/checkout/plan_Z280nZIOmmbNd,/static/images/products/nyxeris-horizon-screenbar-light.jpg,53
prod_local_0e5ea223,Aero-Grade Carbon Fiber Pocket Scalpel and EDC Utility Blade,Accessories & EDC,48.00,64.80,16.80,65.0%,NYX-ACC-F4B6,prod_kU5ny2GAeDnh1,https://whop.com/checkout/plan_N1yeo2rVpYD7o,https://images.unsplash.com/photo-1563770660941-20978e870e26?w=800,80
prod_local_23f420ff,Volt-100 4-Port GaN Desktop Fast Charging Hub,Smart Gear & Power,85.00,114.75,29.75,65.0%,NYX-SMA-585D,prod_ueEWzv7YFAAum,https://whop.com/checkout/plan_m6f8624i26wK5,https://images.unsplash.com/photo-1558002038-1055907df827?w=800,70
prod_local_3084e7ba,Matte Obsidian Acoustic Desk Divider and Tool Organizer,Workspace & Studio,95.00,128.25,33.25,65.0%,NYX-WOR-0B53,prod_jHvfzjVTHiMEC,https://whop.com/checkout/plan_TUgqUrsJdQXQg,https://images.unsplash.com/photo-1518770660439-4636190af475?w=800,100
prod_local_4996a1a5,Titanium Quick-Release Shackle Carabiner Keychain,Accessories & EDC,38.00,51.30,13.30,65.0%,NYX-ACC-B7E2,prod_q1XR7Upr9fW2A,https://whop.com/checkout/plan_4XiT9TiryUcz4,https://images.unsplash.com/photo-1618005182384-a83a8bd57fbe?w=800,95
prod_local_791d64e3,Linear Magnetic Desk Switch Fidget and Keycap Tester Block,Peripherals & Tech,34.00,45.90,11.90,65.0%,NYX-PER-0077,prod_F1pzgB2JPqVzv,https://whop.com/checkout/plan_Is6dozcNFsmSP,https://images.unsplash.com/photo-1587829741301-dc798b83add3?w=800,105
